invoice_date,invoice_no,customer_id,gender,age,shopping_mall,category,quantity,price,payment_method,Sales amount
15-03-2021,I248992,C318744,Female,68,Metrocity,Shoes,2,1200.34,Credit Card,2400.68
06-01-2023,I248993,C733811,Female,44,Mall of Istanbul,Cosmetics,1,40.66,Cash,40.66
29-10-2021,I248996,C161389,Female,55,Kanyon,Food & Beverage,5,26.15,Credit Card,130.75
15-12-2022,I249000,C209911,Female,24,Kanyon,Clothing,1,300.08,Cash,300.08
09-01-2021,I249002,C159545,Male,24,Mall of Istanbul,Clothing,5,1500.4,Credit Card,7502.0
07-12-2022,I249003,C123701,Male,53,Metropol AVM,Toys,1,35.84,Debit Card,35.84
31-10-2022,I249004,C528132,Female,23,Cevahir AVM,Clothing,3,900.24,Credit Card,2700.7200000000003
30-06-2021,I249010,C253227,Male,19,Metrocity,Cosmetics,3,121.98,Cash,365.94
23-09-2021,I249017,C324690,Male,40,Kanyon,Toys,1,35.84,Debit Card,35.84
11-03-2022,I249022,C628063,Female,50,Kanyon,Toys,1,35.84,Credit Card,35.84
06-04-2022,I249025,C272315,Male,58,Kanyon,Books,2,30.3,Cash,60.6
24-02-2023,I249026,C254432,Male,44,Metrocity,Cosmetics,4,162.64,Credit Card,650.56
28-10-2022,I249030,C123494,Female,21,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
12-06-2021,I249031,C651030,Male,44,Mall of Istanbul,Cosmetics,2,81.32,Credit Card,162.64
25-12-2022,I249032,C199995,Male,55,Zorlu Center,Technology,4,4200.0,Credit Card,16800.0
09-04-2022,I249034,C171296,Male,66,Emaar Square Mall,Toys,3,107.52,Credit Card,322.56
29-07-2021,I249036,C612629,Female,64,Kanyon,Clothing,2,600.16,Credit Card,1200.32
11-03-2022,I249038,C673602,Male,42,Kanyon,Cosmetics,5,203.3,Cash,1016.5
12-04-2022,I249039,C790507,Female,34,Metrocity,Clothing,5,1500.4,Credit Card,7502.0
21-08-2021,I249058,C299028,Male,50,Forum Istanbul,Clothing,5,1500.4,Cash,7502.0
15-09-2021,I249060,C357736,Female,24,Emaar Square Mall,Food & Beverage,2,10.46,Credit Card,20.92
03-02-2023,I249062,C316868,Female,34,Metropol AVM,Clothing,3,900.24,Cash,2700.7200000000003
10-11-2021,I249063,C292701,Female,59,Cevahir AVM,Shoes,3,1800.51,Cash,5401.53
25-07-2022,I249071,C152021,Female,27,Cevahir AVM,Toys,1,35.84,Credit Card,35.84
20-02-2021,I249076,C301770,Female,68,Metrocity,Books,4,60.6,Credit Card,242.4
18-07-2022,I249079,C430251,Male,23,Metrocity,Food & Beverage,2,10.46,Cash,20.92
08-06-2022,I249082,C103578,Male,46,Metrocity,Shoes,2,1200.34,Credit Card,2400.68
13-11-2022,I249084,C186100,Female,37,Mall of Istanbul,Toys,4,143.36,Cash,573.44
07-03-2021,I249090,C130196,Female,23,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
07-11-2021,I249098,C239424,Male,67,Metrocity,Food & Beverage,1,5.23,Debit Card,5.23
29-01-2021,I249099,C178959,Female,58,Istinye Park,Clothing,4,1200.32,Debit Card,4801.28
19-05-2022,I249101,C158710,Female,67,Metropol AVM,Clothing,5,1500.4,Credit Card,7502.0
16-02-2021,I249102,C251901,Female,26,Cevahir AVM,Shoes,5,3000.85,Credit Card,15004.25
14-03-2021,I249105,C253174,Female,21,Metrocity,Cosmetics,5,203.3,Cash,1016.5
09-04-2021,I249109,C338567,Female,44,Metrocity,Souvenir,3,35.19,Credit Card,105.57
17-06-2021,I249111,C106712,Female,19,Kanyon,Clothing,1,300.08,Debit Card,300.08
13-11-2022,I249116,C126226,Female,18,Mall of Istanbul,Food & Beverage,2,10.46,Credit Card,20.92
12-04-2022,I249123,C243282,Male,47,Mall of Istanbul,Shoes,3,1800.51,Cash,5401.53
28-01-2023,I249124,C213022,Female,29,Metrocity,Souvenir,3,35.19,Credit Card,105.57
02-01-2022,I249127,C299093,Male,49,Kanyon,Clothing,1,300.08,Credit Card,300.08
21-01-2022,I249128,C674885,Male,20,Metropol AVM,Books,5,75.75,Cash,378.75
27-03-2021,I249138,C346660,Male,22,Istinye Park,Clothing,1,300.08,Cash,300.08
21-10-2022,I249140,C158340,Male,56,Kanyon,Toys,5,179.2,Cash,896.0
21-02-2023,I249141,C152110,Female,41,Mall of Istanbul,Technology,1,1050.0,Cash,1050.0
24-01-2022,I249145,C287810,Female,65,Metrocity,Technology,1,1050.0,Debit Card,1050.0
20-09-2022,I249148,C902190,Female,19,Metrocity,Clothing,4,1200.32,Cash,4801.28
06-07-2021,I249151,C305309,Female,48,Mall of Istanbul,Clothing,4,1200.32,Credit Card,4801.28
13-01-2021,I249153,C816887,Female,67,Kanyon,Cosmetics,2,81.32,Credit Card,162.64
22-08-2022,I249154,C500958,Male,62,Forum Istanbul,Books,2,30.3,Credit Card,60.6
26-08-2022,I249156,C335236,Female,64,Istinye Park,Cosmetics,3,121.98,Credit Card,365.94
25-02-2022,I249161,C159911,Female,56,Metrocity,Food & Beverage,1,5.23,Cash,5.23
30-09-2021,I249164,C296457,Male,30,Istinye Park,Clothing,2,600.16,Cash,1200.32
12-03-2021,I249166,C209922,Female,62,Istinye Park,Clothing,1,300.08,Debit Card,300.08
26-06-2022,I249169,C377248,Male,51,Viaport Outlet,Books,2,30.3,Credit Card,60.6
07-02-2021,I249172,C297453,Female,46,Istinye Park,Shoes,1,600.17,Cash,600.17
16-05-2021,I249174,C335354,Female,23,Metrocity,Clothing,5,1500.4,Debit Card,7502.0
03-02-2023,I249176,C444555,Male,41,Forum Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
04-06-2022,I249177,C318351,Female,51,Mall of Istanbul,Cosmetics,1,40.66,Debit Card,40.66
07-01-2023,I249179,C187272,Female,34,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
14-04-2022,I249180,C307496,Male,32,Metrocity,Food & Beverage,1,5.23,Credit Card,5.23
20-11-2021,I249183,C325090,Female,57,Cevahir AVM,Clothing,3,900.24,Credit Card,2700.7200000000003
13-04-2022,I249185,C335364,Male,63,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
27-09-2022,I249186,C672677,Female,54,Mall of Istanbul,Cosmetics,1,40.66,Debit Card,40.66
18-03-2022,I249192,C108366,Female,63,Istinye Park,Clothing,5,1500.4,Cash,7502.0
08-03-2023,I249193,C123400,Male,62,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
25-12-2021,I249195,C263253,Male,35,Metropol AVM,Clothing,5,1500.4,Debit Card,7502.0
27-11-2022,I249199,C151076,Female,41,Mall of Istanbul,Toys,2,71.68,Credit Card,143.36
25-01-2021,I249201,C736880,Female,44,Metropol AVM,Food & Beverage,5,26.15,Cash,130.75
14-08-2022,I249202,C124443,Female,68,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
03-06-2021,I249206,C219203,Female,51,Mall of Istanbul,Clothing,3,900.24,Credit Card,2700.7200000000003
26-04-2022,I249207,C195496,Female,37,Metrocity,Clothing,5,1500.4,Debit Card,7502.0
08-07-2021,I249208,C173413,Male,65,Cevahir AVM,Food & Beverage,1,5.23,Cash,5.23
07-09-2021,I249210,C659369,Male,53,Metrocity,Toys,4,143.36,Credit Card,573.44
19-05-2021,I249211,C295267,Female,43,Kanyon,Clothing,5,1500.4,Cash,7502.0
03-01-2021,I249212,C816399,Male,60,Mall of Istanbul,Books,5,75.75,Cash,378.75
04-04-2021,I249214,C136327,Female,45,Kanyon,Technology,4,4200.0,Credit Card,16800.0
15-03-2021,I249217,C977894,Female,43,Istinye Park,Food & Beverage,1,5.23,Debit Card,5.23
11-05-2022,I249220,C112938,Male,45,Emaar Square Mall,Clothing,2,600.16,Debit Card,1200.32
08-05-2022,I249222,C329443,Female,51,Kanyon,Cosmetics,5,203.3,Cash,1016.5
31-01-2021,I249223,C188064,Female,44,Mall of Istanbul,Clothing,2,600.16,Cash,1200.32
11-05-2021,I249229,C203384,Female,56,Zorlu Center,Clothing,3,900.24,Cash,2700.7200000000003
24-10-2021,I249230,C581482,Female,60,Viaport Outlet,Clothing,4,1200.32,Credit Card,4801.28
10-12-2022,I249233,C885306,Female,38,Mall of Istanbul,Clothing,1,300.08,Cash,300.08
31-05-2022,I249234,C179275,Female,47,Mall of Istanbul,Clothing,4,1200.32,Debit Card,4801.28
18-10-2021,I249237,C153504,Female,64,Mall of Istanbul,Clothing,2,600.16,Debit Card,1200.32
19-05-2021,I249240,C205291,Male,22,Kanyon,Food & Beverage,4,20.92,Credit Card,83.68
02-03-2023,I249242,C198082,Female,69,Zorlu Center,Shoes,5,3000.85,Credit Card,15004.25
29-06-2022,I249247,C328482,Female,63,Forum Istanbul,Clothing,2,600.16,Cash,1200.32
15-09-2021,I249257,C230016,Female,68,Mall of Istanbul,Cosmetics,2,81.32,Debit Card,162.64
18-02-2023,I249258,C295214,Male,38,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
13-04-2022,I249262,C697541,Female,55,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
29-01-2021,I249265,C324423,Female,34,Kanyon,Food & Beverage,1,5.23,Credit Card,5.23
29-01-2022,I249266,C160434,Male,40,Metropol AVM,Souvenir,1,11.73,Credit Card,11.73
14-07-2021,I249268,C233784,Male,46,Kanyon,Books,2,30.3,Debit Card,60.6
12-12-2022,I249269,C160155,Female,20,Istinye Park,Clothing,3,900.24,Debit Card,2700.7200000000003
10-06-2022,I249271,C288820,Female,22,Emaar Square Mall,Clothing,1,300.08,Credit Card,300.08
03-03-2021,I249275,C151184,Female,60,Metrocity,Shoes,1,600.17,Credit Card,600.17
12-04-2021,I249276,C330964,Female,55,Metrocity,Cosmetics,5,203.3,Cash,1016.5
13-12-2022,I249281,C249370,Male,19,Metrocity,Clothing,4,1200.32,Credit Card,4801.28
04-01-2023,I249283,C167436,Female,55,Kanyon,Cosmetics,1,40.66,Credit Card,40.66
29-07-2022,I249286,C207386,Female,37,Emaar Square Mall,Technology,4,4200.0,Credit Card,16800.0
01-11-2021,I249291,C231066,Male,23,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
15-09-2021,I249292,C987364,Female,67,Istinye Park,Food & Beverage,2,10.46,Cash,20.92
17-09-2022,I249293,C109846,Female,35,Metrocity,Shoes,3,1800.51,Credit Card,5401.53
14-10-2022,I249295,C324061,Female,51,Kanyon,Souvenir,2,23.46,Debit Card,46.92
10-12-2021,I249299,C145305,Female,34,Cevahir AVM,Cosmetics,1,40.66,Credit Card,40.66
13-08-2022,I249300,C233300,Female,43,Kanyon,Souvenir,3,35.19,Debit Card,105.57
14-03-2021,I249301,C269741,Female,63,Istinye Park,Clothing,2,600.16,Cash,1200.32
07-03-2022,I249303,C297565,Female,36,Metrocity,Cosmetics,1,40.66,Credit Card,40.66
23-07-2021,I249304,C358945,Female,69,Emaar Square Mall,Books,2,30.3,Credit Card,60.6
22-03-2021,I249309,C254147,Female,66,Mall of Istanbul,Food & Beverage,2,10.46,Cash,20.92
24-03-2022,I249313,C280986,Male,64,Metrocity,Clothing,1,300.08,Debit Card,300.08
02-10-2022,I249316,C879245,Male,36,Kanyon,Cosmetics,5,203.3,Credit Card,1016.5
11-02-2021,I249317,C137468,Female,68,Mall of Istanbul,Clothing,4,1200.32,Debit Card,4801.28
08-02-2023,I249320,C256281,Female,38,Emaar Square Mall,Shoes,2,1200.34,Cash,2400.68
06-01-2021,I249322,C147707,Male,64,Istinye Park,Clothing,1,300.08,Cash,300.08
17-06-2022,I249325,C202954,Male,20,Metropol AVM,Cosmetics,2,81.32,Credit Card,162.64
12-02-2022,I249326,C150815,Male,52,Mall of Istanbul,Shoes,4,2400.68,Credit Card,9602.72
03-02-2021,I249327,C723544,Female,64,Kanyon,Clothing,3,900.24,Credit Card,2700.7200000000003
04-01-2022,I249334,C262245,Female,44,Metrocity,Shoes,3,1800.51,Cash,5401.53
07-06-2021,I249339,C109355,Male,58,Zorlu Center,Shoes,3,1800.51,Credit Card,5401.53
23-10-2022,I249341,C140347,Female,27,Viaport Outlet,Cosmetics,3,121.98,Credit Card,365.94
01-05-2021,I249342,C803082,Male,31,Viaport Outlet,Clothing,2,600.16,Credit Card,1200.32
29-05-2022,I249349,C495089,Female,39,Istinye Park,Food & Beverage,5,26.15,Cash,130.75
27-08-2021,I249351,C119271,Female,26,Mall of Istanbul,Clothing,5,1500.4,Credit Card,7502.0
08-01-2021,I249358,C567954,Female,43,Metrocity,Clothing,1,300.08,Cash,300.08
26-01-2023,I249360,C126148,Female,67,Mall of Istanbul,Food & Beverage,1,5.23,Credit Card,5.23
09-01-2023,I249363,C190574,Female,22,Metrocity,Toys,2,71.68,Credit Card,143.36
07-02-2022,I249365,C735340,Female,31,Metropol AVM,Clothing,4,1200.32,Credit Card,4801.28
09-06-2022,I249366,C728363,Male,57,Kanyon,Clothing,2,600.16,Credit Card,1200.32
03-07-2021,I249368,C133455,Male,68,Metrocity,Shoes,4,2400.68,Credit Card,9602.72
10-02-2023,I249370,C324714,Male,68,Kanyon,Souvenir,1,11.73,Cash,11.73
10-08-2022,I249376,C244878,Female,43,Istinye Park,Clothing,2,600.16,Cash,1200.32
24-03-2021,I249381,C871285,Female,66,Kanyon,Cosmetics,1,40.66,Credit Card,40.66
30-12-2021,I249383,C223419,Male,37,Metrocity,Food & Beverage,4,20.92,Cash,83.68
17-02-2021,I249387,C204986,Female,41,Viaport Outlet,Clothing,1,300.08,Cash,300.08
20-05-2021,I249388,C257279,Male,64,Metrocity,Toys,3,107.52,Credit Card,322.56
14-12-2022,I249390,C943929,Female,62,Metrocity,Food & Beverage,4,20.92,Credit Card,83.68
19-08-2021,I249392,C304733,Female,56,Emaar Square Mall,Cosmetics,5,203.3,Cash,1016.5
22-06-2022,I249393,C175687,Female,28,Mall of Istanbul,Clothing,5,1500.4,Debit Card,7502.0
23-02-2023,I249394,C114977,Female,65,Metrocity,Toys,4,143.36,Debit Card,573.44
10-01-2021,I249396,C201168,Male,41,Kanyon,Clothing,1,300.08,Cash,300.08
22-08-2022,I249397,C290245,Male,68,Mall of Istanbul,Clothing,4,1200.32,Cash,4801.28
20-02-2021,I249401,C334455,Female,36,Kanyon,Technology,4,4200.0,Credit Card,16800.0
16-05-2021,I249404,C230416,Female,24,Forum Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
30-04-2022,I249406,C409139,Male,43,Metrocity,Clothing,2,600.16,Cash,1200.32
20-08-2022,I249411,C138623,Male,18,Mall of Istanbul,Clothing,1,300.08,Cash,300.08
22-04-2021,I249412,C311413,Female,32,Kanyon,Cosmetics,5,203.3,Cash,1016.5
15-02-2022,I249414,C748169,Female,28,Mall of Istanbul,Toys,4,143.36,Credit Card,573.44
04-09-2021,I249415,C191239,Female,53,Kanyon,Clothing,3,900.24,Cash,2700.7200000000003
09-11-2021,I249420,C217473,Female,56,Kanyon,Toys,1,35.84,Cash,35.84
18-02-2022,I249424,C158160,Male,22,Mall of Istanbul,Food & Beverage,1,5.23,Cash,5.23
25-03-2022,I249425,C109605,Male,27,Mall of Istanbul,Shoes,2,1200.34,Credit Card,2400.68
02-06-2021,I249426,C221682,Female,60,Mall of Istanbul,Cosmetics,2,81.32,Credit Card,162.64
14-02-2023,I249427,C130943,Female,43,Forum Istanbul,Shoes,5,3000.85,Credit Card,15004.25
30-11-2021,I249430,C352653,Male,30,Metropol AVM,Food & Beverage,5,26.15,Credit Card,130.75
02-10-2021,I249436,C255163,Male,63,Mall of Istanbul,Toys,3,107.52,Cash,322.56
24-08-2021,I249439,C933123,Female,60,Viaport Outlet,Shoes,2,1200.34,Credit Card,2400.68
14-08-2022,I249447,C137360,Female,22,Zorlu Center,Clothing,2,600.16,Cash,1200.32
15-01-2023,I249448,C109970,Male,36,Istinye Park,Food & Beverage,5,26.15,Cash,130.75
30-12-2022,I249450,C108695,Male,36,Mall of Istanbul,Clothing,3,900.24,Credit Card,2700.7200000000003
13-04-2022,I249456,C138460,Male,58,Metropol AVM,Clothing,1,300.08,Credit Card,300.08
18-05-2021,I249457,C242744,Male,61,Cevahir AVM,Cosmetics,4,162.64,Cash,650.56
18-04-2022,I249459,C573619,Female,60,Metrocity,Food & Beverage,4,20.92,Debit Card,83.68
29-01-2022,I249465,C818470,Female,48,Kanyon,Clothing,2,600.16,Debit Card,1200.32
30-06-2022,I249467,C222271,Female,65,Kanyon,Toys,5,179.2,Cash,896.0
29-03-2021,I249477,C218514,Male,26,Istinye Park,Clothing,3,900.24,Cash,2700.7200000000003
09-02-2023,I249478,C111079,Female,19,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
16-04-2021,I249481,C746268,Female,23,Metrocity,Technology,5,5250.0,Cash,26250.0
10-02-2023,I249485,C251717,Female,55,Metrocity,Clothing,4,1200.32,Cash,4801.28
24-01-2023,I249492,C246232,Female,54,Kanyon,Food & Beverage,1,5.23,Debit Card,5.23
13-03-2022,I249494,C204241,Female,48,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
01-07-2021,I249497,C276263,Female,47,Istinye Park,Cosmetics,3,121.98,Credit Card,365.94
03-02-2022,I249509,C917929,Male,21,Metrocity,Cosmetics,5,203.3,Cash,1016.5
14-07-2021,I249511,C229722,Male,42,Emaar Square Mall,Clothing,3,900.24,Debit Card,2700.7200000000003
14-05-2021,I249513,C154792,Female,35,Metrocity,Clothing,4,1200.32,Credit Card,4801.28
18-10-2021,I249516,C886318,Female,52,Istinye Park,Clothing,2,600.16,Credit Card,1200.32
27-09-2022,I249518,C107883,Female,46,Emaar Square Mall,Clothing,1,300.08,Credit Card,300.08
20-01-2022,I249519,C323117,Female,40,Metropol AVM,Clothing,4,1200.32,Cash,4801.28
22-01-2022,I249520,C910189,Male,39,Kanyon,Clothing,5,1500.4,Debit Card,7502.0
29-09-2021,I249523,C123624,Female,25,Istinye Park,Clothing,5,1500.4,Cash,7502.0
11-12-2021,I249527,C148734,Male,52,Kanyon,Technology,3,3150.0,Credit Card,9450.0
10-01-2021,I249528,C891204,Female,20,Kanyon,Food & Beverage,4,20.92,Debit Card,83.68
04-10-2022,I249529,C282953,Female,59,Istinye Park,Clothing,1,300.08,Credit Card,300.08
16-02-2021,I249530,C906271,Female,25,Metrocity,Books,1,15.15,Cash,15.15
31-10-2021,I249531,C139055,Female,62,Kanyon,Shoes,1,600.17,Debit Card,600.17
10-03-2022,I249534,C121455,Male,60,Mall of Istanbul,Clothing,5,1500.4,Credit Card,7502.0
01-09-2021,I249535,C105910,Female,32,Forum Istanbul,Cosmetics,5,203.3,Credit Card,1016.5
31-01-2023,I249536,C230815,Male,43,Kanyon,Shoes,5,3000.85,Debit Card,15004.25
05-05-2021,I249537,C317542,Female,58,Kanyon,Books,5,75.75,Cash,378.75
02-11-2022,I249539,C300662,Female,61,Viaport Outlet,Toys,3,107.52,Cash,322.56
23-12-2022,I249546,C252101,Male,61,Metrocity,Shoes,4,2400.68,Credit Card,9602.72
01-12-2022,I249549,C382214,Female,41,Metrocity,Food & Beverage,1,5.23,Credit Card,5.23
16-01-2021,I249550,C918107,Male,53,Istinye Park,Souvenir,1,11.73,Cash,11.73
22-01-2022,I249552,C143595,Female,57,Zorlu Center,Clothing,4,1200.32,Cash,4801.28
20-06-2022,I249554,C259242,Male,61,Kanyon,Food & Beverage,5,26.15,Cash,130.75
22-05-2021,I249557,C105567,Male,57,Istinye Park,Clothing,4,1200.32,Cash,4801.28
31-01-2023,I249560,C280502,Female,28,Metrocity,Cosmetics,4,162.64,Credit Card,650.56
18-12-2021,I249565,C161375,Male,22,Istinye Park,Books,3,45.45,Debit Card,136.35000000000002
07-03-2023,I249568,C427052,Male,18,Emaar Square Mall,Clothing,3,900.24,Cash,2700.7200000000003
16-11-2021,I249569,C286546,Female,21,Metrocity,Food & Beverage,1,5.23,Cash,5.23
17-07-2022,I249574,C252330,Male,51,Viaport Outlet,Shoes,4,2400.68,Cash,9602.72
25-05-2021,I249579,C169793,Male,20,Kanyon,Food & Beverage,2,10.46,Cash,20.92
16-07-2022,I249582,C106050,Male,69,Forum Istanbul,Clothing,3,900.24,Cash,2700.7200000000003
28-03-2022,I249584,C435352,Female,18,Metrocity,Shoes,3,1800.51,Cash,5401.53
14-02-2023,I249590,C178892,Male,27,Kanyon,Clothing,3,900.24,Credit Card,2700.7200000000003
21-02-2023,I249591,C193056,Female,30,Metrocity,Clothing,2,600.16,Credit Card,1200.32
12-03-2021,I249594,C279211,Female,36,Metrocity,Clothing,3,900.24,Debit Card,2700.7200000000003
02-02-2022,I249598,C247389,Male,37,Kanyon,Clothing,1,300.08,Credit Card,300.08
27-09-2022,I249599,C118969,Male,22,Metrocity,Food & Beverage,2,10.46,Cash,20.92
26-03-2022,I249601,C140199,Female,27,Metropol AVM,Clothing,4,1200.32,Debit Card,4801.28
07-07-2021,I249606,C298618,Male,46,Metrocity,Clothing,1,300.08,Debit Card,300.08
17-06-2022,I249610,C300648,Female,43,Kanyon,Toys,4,143.36,Credit Card,573.44
16-02-2021,I249613,C219379,Female,38,Istinye Park,Toys,4,143.36,Credit Card,573.44
07-01-2023,I249615,C356723,Male,21,Istinye Park,Toys,3,107.52,Credit Card,322.56
20-10-2022,I249617,C379383,Female,49,Zorlu Center,Clothing,1,300.08,Cash,300.08
26-08-2021,I249621,C143034,Female,34,Kanyon,Food & Beverage,3,15.69,Debit Card,47.07
11-12-2021,I249622,C349140,Female,25,Metrocity,Toys,3,107.52,Cash,322.56
16-01-2023,I249625,C101413,Male,40,Mall of Istanbul,Clothing,3,900.24,Debit Card,2700.7200000000003
04-02-2022,I249627,C363571,Female,64,Mall of Istanbul,Shoes,2,1200.34,Cash,2400.68
26-06-2021,I249631,C213400,Female,67,Viaport Outlet,Cosmetics,3,121.98,Cash,365.94
08-08-2022,I249632,C195471,Female,45,Metrocity,Clothing,1,300.08,Credit Card,300.08
12-01-2022,I249634,C284626,Male,40,Mall of Istanbul,Shoes,2,1200.34,Cash,2400.68
11-12-2021,I249640,C223954,Female,39,Kanyon,Food & Beverage,2,10.46,Cash,20.92
20-12-2021,I249642,C308284,Male,36,Metrocity,Clothing,1,300.08,Cash,300.08
05-06-2021,I249648,C642702,Female,56,Metrocity,Clothing,2,600.16,Debit Card,1200.32
20-05-2021,I249649,C167776,Male,23,Mall of Istanbul,Food & Beverage,5,26.15,Credit Card,130.75
27-02-2023,I249651,C200218,Female,33,Istinye Park,Toys,5,179.2,Cash,896.0
02-01-2022,I249654,C193766,Female,27,Viaport Outlet,Cosmetics,4,162.64,Credit Card,650.56
12-01-2022,I249660,C535445,Male,57,Cevahir AVM,Souvenir,4,46.92,Cash,187.68
12-10-2021,I249661,C286798,Female,38,Mall of Istanbul,Souvenir,3,35.19,Cash,105.57
23-10-2022,I249664,C176612,Female,46,Emaar Square Mall,Technology,1,1050.0,Cash,1050.0
25-04-2021,I249667,C929965,Female,45,Forum Istanbul,Shoes,5,3000.85,Credit Card,15004.25
06-04-2022,I249677,C324508,Female,61,Zorlu Center,Cosmetics,1,40.66,Credit Card,40.66
12-11-2021,I249678,C690837,Female,39,Metropol AVM,Food & Beverage,1,5.23,Debit Card,5.23
27-12-2021,I249679,C348964,Female,51,Viaport Outlet,Clothing,4,1200.32,Cash,4801.28
03-08-2022,I249682,C183888,Female,64,Metropol AVM,Clothing,3,900.24,Cash,2700.7200000000003
04-07-2022,I249686,C745640,Female,26,Mall of Istanbul,Technology,1,1050.0,Debit Card,1050.0
24-04-2022,I249688,C195403,Male,24,Metropol AVM,Shoes,3,1800.51,Credit Card,5401.53
16-01-2022,I249691,C126406,Female,29,Metrocity,Food & Beverage,4,20.92,Debit Card,83.68
18-12-2022,I249693,C209446,Female,36,Viaport Outlet,Toys,3,107.52,Cash,322.56
04-06-2022,I249704,C318522,Female,34,Mall of Istanbul,Toys,4,143.36,Credit Card,573.44
19-11-2022,I249709,C632255,Male,50,Mall of Istanbul,Clothing,5,1500.4,Cash,7502.0
29-12-2022,I249712,C664421,Female,53,Zorlu Center,Clothing,2,600.16,Debit Card,1200.32
12-05-2021,I249718,C102139,Female,26,Metropol AVM,Toys,5,179.2,Credit Card,896.0
11-07-2021,I249721,C777969,Male,47,Metrocity,Clothing,2,600.16,Cash,1200.32
06-03-2023,I249723,C318595,Female,36,Istinye Park,Food & Beverage,2,10.46,Credit Card,20.92
01-11-2022,I249724,C191960,Male,52,Istinye Park,Technology,1,1050.0,Cash,1050.0
15-10-2022,I249725,C147493,Female,44,Emaar Square Mall,Clothing,2,600.16,Cash,1200.32
22-11-2021,I249726,C229267,Female,25,Mall of Istanbul,Shoes,3,1800.51,Cash,5401.53
25-09-2022,I249730,C800294,Male,26,Zorlu Center,Clothing,5,1500.4,Credit Card,7502.0
12-02-2022,I249737,C287564,Female,63,Emaar Square Mall,Clothing,1,300.08,Credit Card,300.08
03-11-2021,I249739,C776727,Female,38,Kanyon,Cosmetics,5,203.3,Debit Card,1016.5
09-03-2021,I249741,C992716,Female,47,Kanyon,Cosmetics,2,81.32,Credit Card,162.64
12-01-2021,I249744,C195307,Male,32,Istinye Park,Cosmetics,1,40.66,Credit Card,40.66
02-02-2021,I249746,C131894,Male,19,Metrocity,Clothing,1,300.08,Cash,300.08
03-06-2022,I249752,C217854,Female,49,Metropol AVM,Shoes,5,3000.85,Cash,15004.25
30-06-2021,I249756,C312814,Male,36,Mall of Istanbul,Toys,3,107.52,Cash,322.56
04-08-2021,I249757,C260470,Male,68,Forum Istanbul,Food & Beverage,3,15.69,Cash,47.07
01-10-2022,I249758,C258118,Male,27,Metrocity,Cosmetics,2,81.32,Credit Card,162.64
28-09-2021,I249762,C269187,Male,44,Emaar Square Mall,Clothing,4,1200.32,Cash,4801.28
18-01-2022,I249763,C144493,Female,24,Istinye Park,Toys,2,71.68,Debit Card,143.36
22-02-2023,I249765,C231579,Female,57,Metrocity,Cosmetics,5,203.3,Credit Card,1016.5
14-10-2022,I249766,C130130,Male,21,Zorlu Center,Toys,4,143.36,Credit Card,573.44
16-05-2021,I249772,C306188,Female,49,Mall of Istanbul,Shoes,1,600.17,Credit Card,600.17
03-09-2021,I249774,C206730,Female,58,Kanyon,Cosmetics,1,40.66,Debit Card,40.66
10-02-2021,I249778,C116431,Female,59,Metropol AVM,Clothing,1,300.08,Cash,300.08
18-09-2022,I249779,C120444,Female,42,Mall of Istanbul,Books,4,60.6,Cash,242.4
24-10-2021,I249780,C135417,Male,39,Metrocity,Shoes,4,2400.68,Debit Card,9602.72
27-06-2021,I249781,C204574,Female,44,Mall of Istanbul,Cosmetics,1,40.66,Cash,40.66
07-12-2022,I249782,C209368,Male,65,Mall of Istanbul,Shoes,2,1200.34,Debit Card,2400.68
21-06-2021,I249793,C127884,Female,66,Istinye Park,Cosmetics,2,81.32,Debit Card,162.64
31-12-2021,I249797,C253483,Female,62,Emaar Square Mall,Souvenir,3,35.19,Credit Card,105.57
22-03-2022,I249799,C125877,Female,22,Kanyon,Clothing,2,600.16,Cash,1200.32
14-02-2021,I249804,C278121,Male,32,Metropol AVM,Shoes,2,1200.34,Credit Card,2400.68
12-01-2023,I249806,C337291,Male,31,Cevahir AVM,Food & Beverage,2,10.46,Credit Card,20.92
02-05-2021,I249807,C251272,Male,33,Viaport Outlet,Clothing,4,1200.32,Debit Card,4801.28
02-12-2021,I249808,C309056,Female,59,Istinye Park,Cosmetics,4,162.64,Cash,650.56
24-02-2021,I249809,C295943,Male,62,Metrocity,Clothing,3,900.24,Cash,2700.7200000000003
26-08-2021,I249812,C330650,Female,33,Metrocity,Clothing,5,1500.4,Cash,7502.0
08-05-2022,I249818,C756864,Female,44,Metrocity,Cosmetics,2,81.32,Credit Card,162.64
